accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5
0000924901-24-000054,VRE,0000924901,2024-10-30,2024-10-30,2.02|7.01|9.01,guidance_raised,long,0.75,body_keywords,16.82,16.47,17.39,-0.02081,0.03389,B_short,A_long
0001104659-24-098196,VRE,0000924901,2024-09-09,2024-09-09,7.01|9.01,,,0.0,,17.14,17.37,17.98,0.01342,0.04901,B_long,A_long
0001104659-24-097455,VRE,0000924901,2024-09-06,2024-09-06,7.01|9.01,,,0.0,,17.06,17.14,17.99,0.00469,0.05451,neutral,A_long
0000924901-24-000045,VRE,0000924901,2024-07-24,2024-07-24,2.02|7.01|9.01,guidance_raised,long,0.75,body_keywords,15.56,15.57,15.71,0.00064,0.00964,neutral,neutral
0001104659-24-072577,VRE,0000924901,2024-06-18,2024-06-18,7.01|9.01,,,0.0,,14.21,14.27,14.6,0.00422,0.02745,neutral,B_long
0001104659-24-072265,VRE,0000924901,2024-06-17,2024-06-17,7.01|9.01,shelf_takedown|underwritten_offering,short,0.75,body_keywords,15.19,14.21,14.41,-0.06452,-0.05135,A_short,A_short
0001104659-24-071525,VRE,0000924901,2024-06-14,2024-06-14,5.07|9.01,,,0.0,,15.11,15.19,14.55,0.00529,-0.03706,neutral,A_short
0001104659-24-068051,VRE,0000924901,2024-06-04,2024-06-04,7.01|9.01,,,0.0,,15.68,15.63,14.87,-0.00319,-0.05166,neutral,A_short
0000924901-24-000021,VRE,0000924901,2024-04-24,2024-04-24,2.02|7.01|9.01,guidance_raised,long,0.75,body_keywords,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-24-032969,VRE,0000924901,2024-03-11,2024-03-11,5.02|9.01,restate,short,0.85,body_keywords,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-24-029486,VRE,0000924901,2024-03-01,2024-03-01,8.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0000924901-24-000009,VRE,0000924901,2024-02-21,2024-02-21,2.02|7.01|9.01,issue_and_sell_shares,short,0.7,body_keywords,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-127115,VRE,0000924901,2023-12-19,2023-12-19,8.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-118865,VRE,0000924901,2023-11-16,2023-11-16,1.01|9.01,at_the_market_offering|covenant_violation|material_adverse_change|non_reliance|restate|shelf_takedown,short,0.95,body_keywords,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0000924901-23-000036,VRE,0000924901,2023-10-25,2023-10-25,2.02|7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-106794,VRE,0000924901,2023-10-04,2023-10-04,5.02|9.01,restate,short,0.85,body_keywords,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-098929,VRE,0000924901,2023-09-07,2023-09-07,7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0000924901-23-000027,VRE,0000924901,2023-07-26,2023-07-26,2.02|7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-071636,VRE,0000924901,2023-06-15,2023-06-15,5.07|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-067849,VRE,0000924901,2023-06-05,2023-06-05,7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0000924901-23-000017,VRE,0000924901,2023-04-26,2023-04-26,2.02|7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-043198,VRE,0000924901,2023-04-07,2023-04-07,8.01|9.01,restate,short,0.85,body_keywords,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-042183,VRE,0000924901,2023-04-05,2023-04-05,1.02|2.03|9.01,restate,short,0.85,body_keywords,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-028684,VRE,0000924901,2023-03-06,2023-03-06,7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-23-025595,VRE,0000924901,2023-02-27,2023-02-27,5.02|7.01|9.01,restate,short,0.85,body_keywords,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0000924901-23-000011,VRE,0000924901,2023-02-22,2023-02-22,2.02|7.01|9.01,partnership_strategic,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-22-121946,VRE,0000924901,2022-11-25,2022-11-25,8.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0000924901-22-000021,VRE,0000924901,2022-11-02,2022-11-02,2.02|7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-22-110608,VRE,0000924901,2022-10-21,2022-10-21,5.02|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-22-099380,VRE,0000924901,2022-09-13,2022-09-13,7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0000924901-22-000013,VRE,0000924901,2022-08-03,2022-08-03,2.02|7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-22-072983,VRE,0000924901,2022-06-21,2022-06-21,5.07|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001104659-22-068775,VRE,0000924901,2022-06-07,2022-06-07,7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0000924901-22-000005,VRE,0000924901,2022-05-04,2022-05-04,2.02|7.01|9.01,,,0.0,,15.57,15.62,15.6,0.00321,0.00193,neutral,neutral
0001830033-26-000017,PCT,0001830033,2026-05-11,2026-05-11,5.07|9.01,,,0.0,,9.89,9.76,,-0.01314,,B_short,
0001830033-26-000013,PCT,0001830033,2026-05-06,2026-05-06,2.02|7.01|9.01,going_concern,short,0.95,body_keywords,7.62,8.94,,0.17323,,A_long,
0001830033-26-000007,PCT,0001830033,2026-04-17,2026-04-17,1.01|3.03|5.07|9.01,restate,short,0.85,body_keywords,6.77,6.94,7.27,0.02511,0.07386,B_long,A_long
0001830033-26-000003,PCT,0001830033,2026-03-20,2026-03-20,7.01|9.01,going_concern,short,0.95,body_keywords,5.79,5.89,5.28,0.01727,-0.08808,B_long,A_short
0001193125-26-076587,PCT,0001830033,2026-02-26,2026-02-26,1.01|2.02|3.03|5.02|7.01|8.01|9.01,going_concern,short,0.95,body_keywords,8.12,6.31,6.0,-0.22291,-0.26108,A_short,A_short
0001193125-26-011168,PCT,0001830033,2026-01-13,2026-01-13,8.01|9.01,,,0.0,,10.39,11.46,11.37,0.10298,0.09432,A_long,A_long
0001193125-25-335948,PCT,0001830033,2025-12-30,2025-12-30,1.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,8.61,8.59,9.02,-0.00232,0.04762,neutral,A_long
0001193125-25-323749,PCT,0001830033,2025-12-18,2025-12-18,5.02|9.01,,,0.0,,8.9,8.88,9.01,-0.00225,0.01236,neutral,B_long
0001193125-25-269502,PCT,0001830033,2025-11-06,2025-11-06,1.01|2.02|7.01|9.01,credit_facility_amendment|going_concern,short,0.95,body_keywords,9.61,10.54,8.88,0.09677,-0.07596,A_long,A_short
0001193125-25-261755,PCT,0001830033,2025-11-03,2025-11-03,5.02|9.01,,,0.0,,10.9,10.12,10.18,-0.07156,-0.06605,A_short,A_short
0001193125-25-230978,PCT,0001830033,2025-10-06,2025-10-06,7.01|9.01,,,0.0,,14.74,14.44,13.17,-0.02035,-0.10651,B_short,A_short
0000950170-25-105020,PCT,0001830033,2025-08-07,2025-08-07,2.02|7.01|9.01,going_concern,short,0.95,body_keywords,12.35,12.35,13.35,0.0,0.08097,neutral,A_long
0001104659-25-061724,PCT,0001830033,2025-06-23,2025-06-23,3.03|5.03|9.01,restate|share_dilution_pipe,short,0.85,body_keywords,13.11,13.8,13.7,0.05263,0.045,A_long,A_long
0000950170-25-087491,PCT,0001830033,2025-06-17,2025-06-17,7.01|9.01,going_concern,short,0.95,body_keywords,14.12,13.69,13.87,-0.03045,-0.01771,A_short,B_short
0001104659-25-060075,PCT,0001830033,2025-06-17,2025-06-17,1.01|3.02|5.02|7.01|9.01,credit_facility_amendment|going_concern|restate|share_dilution_pipe,short,0.95,body_keywords,14.12,13.69,13.87,-0.03045,-0.01771,A_short,B_short
0000950170-25-068587,PCT,0001830033,2025-05-12,2025-05-12,5.07|9.01,,,0.0,,8.13,7.93,8.78,-0.0246,0.07995,B_short,A_long
0000950170-25-065646,PCT,0001830033,2025-05-07,2025-05-07,2.02|7.01|9.01,going_concern,short,0.95,body_keywords,6.56,7.55,8.2,0.15091,0.25,A_long,A_long
0000950170-25-054230,PCT,0001830033,2025-04-15,2025-04-15,1.01|3.03|9.01,convertible_debt_issuance|credit_facility_amendment,long,0.5,item_codes,6.36,6.11,6.3,-0.03931,-0.00943,A_short,neutral
0000950170-25-032300,PCT,0001830033,2025-03-04,2025-03-04,8.01|9.01,share_dilution_pipe|shelf_takedown,,0.0,,9.12,9.29,7.41,0.01864,-0.1875,B_long,A_short
0000950170-25-029551,PCT,0001830033,2025-02-28,2025-02-28,8.01|9.01,,,0.0,,10.3,9.36,8.65,-0.09126,-0.16019,A_short,A_short
0000950170-25-028344,PCT,0001830033,2025-02-27,2025-02-27,2.02|7.01|9.01,going_concern,short,0.95,body_keywords,9.22,10.3,9.13,0.11714,-0.00976,A_long,neutral
0000950170-25-025250,PCT,0001830033,2025-02-24,2025-02-24,1.01|9.01,restate,short,0.85,body_keywords,9.75,9.45,9.36,-0.03077,-0.04,A_short,A_short
0000950170-25-015456,PCT,0001830033,2025-02-06,2025-02-06,1.01|3.02|3.03|9.01,credit_facility_amendment|going_concern|issue_and_sell_shares|material_adverse_change|restate|shelf_takedown,short,0.95,body_keywords,8.62,8.66,8.95,0.00464,0.03828,neutral,A_long
0000950170-25-001720,PCT,0001830033,2025-01-06,2025-01-06,5.02|9.01,,,0.0,,10.79,10.51,9.43,-0.02595,-0.12604,B_short,A_short
0000950170-24-134510,PCT,0001830033,2024-12-09,2024-12-09,7.01|9.01,going_concern,short,0.95,body_keywords,12.75,12.79,11.88,0.00314,-0.06824,neutral,A_short
0000950170-24-133666,PCT,0001830033,2024-12-05,2024-12-05,5.02|9.01,,,0.0,,12.52,13.18,12.05,0.05272,-0.03754,A_long,A_short
0000950170-24-122838,PCT,0001830033,2024-11-07,2024-11-07,2.02|7.01|9.01,going_concern,short,0.95,body_keywords,12.46,11.96,11.14,-0.04013,-0.10594,A_short,A_short
0000950170-24-118376,PCT,0001830033,2024-10-29,2024-10-29,1.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,14.0,13.48,12.59,-0.03714,-0.10071,A_short,A_short
0000950170-24-117749,PCT,0001830033,2024-10-28,2024-10-28,8.01,,,0.0,,13.92,14.0,12.51,0.00575,-0.10129,neutral,A_short
0000950170-24-107608,PCT,0001830033,2024-09-18,2024-09-18,3.03|9.01,,,0.0,,8.15,9.28,9.7,0.13865,0.19018,A_long,A_long
0000950170-24-106348,PCT,0001830033,2024-09-13,2024-09-13,1.01|3.02|3.03|5.03|9.01,credit_facility_amendment|going_concern|issue_and_sell_shares|material_adverse_change|restate,short,0.95,body_keywords,8.82,8.9,9.26,0.00907,0.04989,neutral,A_long
0000950170-24-093330,PCT,0001830033,2024-08-08,2024-08-08,2.02|7.01|9.01,going_concern,short,0.95,body_keywords,6.31,5.64,5.84,-0.10618,-0.07448,A_short,A_short
0000950170-24-090725,PCT,0001830033,2024-08-05,2024-08-05,5.02|9.01,,,0.0,,6.89,6.58,5.55,-0.04499,-0.19448,A_short,A_short
0000950170-24-083223,PCT,0001830033,2024-07-12,2024-07-12,5.02|9.01,,,0.0,,5.72,5.78,5.93,0.01049,0.03671,B_long,A_long
0000950170-24-073768,PCT,0001830033,2024-06-14,2024-06-14,1.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,5.72,5.98,5.82,0.04545,0.01748,A_long,B_long
0000950170-24-068860,PCT,0001830033,2024-06-04,2024-06-04,7.01|9.01,going_concern,short,0.95,body_keywords,5.24,5.51,5.92,0.05153,0.12977,A_long,A_long
0000950170-24-068027,PCT,0001830033,2024-06-03,2024-06-03,1.01|9.01,restate,short,0.85,body_keywords,5.55,5.24,5.655,-0.05586,0.01892,A_short,B_long
0000950170-24-058844,PCT,0001830033,2024-05-13,2024-05-13,1.01|2.03|3.02|5.07|9.01,covenant_violation|credit_facility_amendment|restate,short,0.85,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0000950170-24-053959,PCT,0001830033,2024-05-07,2024-05-07,2.02|7.01|8.01|9.01,convertible_debt_issuance|going_concern|restate,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0000950170-24-038131,PCT,0001830033,2024-03-28,2024-03-28,8.01|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0000950170-24-035973,PCT,0001830033,2024-03-25,2024-03-25,1.01|2.03|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-24-000031,PCT,0001830033,2024-03-07,2024-03-07,7.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-24-000022,PCT,0001830033,2024-03-05,2024-03-05,2.02|7.01|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-24-000014,PCT,0001830033,2024-02-23,2024-02-23,8.01|9.01,covenant_violation|going_concern|material_adverse_change|restate,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-24-000008,PCT,0001830033,2024-02-20,2024-02-20,5.02|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-24-000006,PCT,0001830033,2024-02-12,2024-02-12,8.01,restate,short,0.85,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-24-000002,PCT,0001830033,2024-02-05,2024-02-05,8.01|9.01,going_concern|restate,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000086,PCT,0001830033,2023-12-18,2023-12-18,8.01|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000083,PCT,0001830033,2023-12-01,2023-12-01,2.05|5.02|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000077,PCT,0001830033,2023-11-08,2023-11-08,2.02|7.01|8.01|9.01,convertible_debt_issuance|going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000072,PCT,0001830033,2023-10-25,2023-10-25,8.01|9.01,covenant_violation|restate,short,0.85,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001193125-23-234489,PCT,0001830033,2023-09-13,2023-09-13,8.01|9.01,covenant_violation|going_concern|restate,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000067,PCT,0001830033,2023-08-24,2023-08-24,1.01|2.03|3.02|9.01,buyback_authorized|convertible_debt_issuance|covenant_violation,short,0.85,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000064,PCT,0001830033,2023-08-21,2023-08-21,1.01|2.03|8.01|9.01,convertible_debt_issuance|credit_facility_amendment|going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000060,PCT,0001830033,2023-08-08,2023-08-08,2.02|7.01|8.01|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000050,PCT,0001830033,2023-07-05,2023-07-05,8.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000048,PCT,0001830033,2023-06-28,2023-06-28,8.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000045,PCT,0001830033,2023-06-20,2023-06-20,8.01|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000039,PCT,0001830033,2023-05-15,2023-05-15,5.02|5.03|5.07|9.01,restate,short,0.85,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000034,PCT,0001830033,2023-05-09,2023-05-09,1.01|2.02|2.03|7.01|8.01|9.01,convertible_debt_issuance|covenant_violation|credit_facility_amendment|going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000030,PCT,0001830033,2023-05-01,2023-05-01,8.01|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000028,PCT,0001830033,2023-04-25,2023-04-25,8.01|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000026,PCT,0001830033,2023-04-03,2023-04-03,5.02|9.01,restate,short,0.85,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000021,PCT,0001830033,2023-03-15,2023-03-15,1.01|2.02|2.03|7.01|9.01,covenant_violation|going_concern|restate,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000015,PCT,0001830033,2023-03-15,2023-03-15,8.01|9.01,going_concern,short,0.95,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000011,PCT,0001830033,2023-03-02,2023-03-02,8.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000004,PCT,0001830033,2023-02-21,2023-02-21,5.02|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-23-000002,PCT,0001830033,2023-01-17,2023-01-17,8.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-22-000063,PCT,0001830033,2022-12-08,2022-12-08,8.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-22-000058,PCT,0001830033,2022-11-09,2022-11-09,2.02|7.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-22-000053,PCT,0001830033,2022-10-20,2022-10-20,8.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-22-000049,PCT,0001830033,2022-08-11,2022-08-11,2.02|7.01|9.01,fda_approval,long,0.85,body_keywords,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-22-000040,PCT,0001830033,2022-06-30,2022-06-30,5.02|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-22-000037,PCT,0001830033,2022-06-01,2022-06-01,5.02|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-22-000032,PCT,0001830033,2022-05-12,2022-05-12,5.02|5.07|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001830033-22-000024,PCT,0001830033,2022-05-12,2022-05-12,2.02|5.02|7.01|9.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001104659-22-050407,PCT,0001830033,2022-04-26,2022-04-26,8.01,,,0.0,,5.28,5.6,5.53,0.06061,0.04735,A_long,A_long
0001193125-26-215676,MBX,0001776111,2026-05-11,2026-05-11,7.01|8.01|9.01,,,0.0,,40.08,36.98,,-0.07735,,A_short,
0001193125-26-210825,MBX,0001776111,2026-05-07,2026-05-07,2.02|9.01,,,0.0,,34.71,40.965,,0.18021,,A_long,
0001193125-26-103118,MBX,0001776111,2026-03-12,2026-03-12,2.02|9.01,,,0.0,,27.95,28.0,28.43,0.00179,0.01717,neutral,B_long
0001193125-26-097611,MBX,0001776111,2026-03-09,2026-03-09,7.01|8.01|9.01,,,0.0,,27.94,29.01,29.8,0.0383,0.06657,A_long,A_long
0001193125-26-079286,MBX,0001776111,2026-02-27,2026-02-27,1.01|5.02|9.01,covenant_violation|follow_on_offering|material_adverse_change|restate,short,0.85,body_keywords,32.55,32.97,30.55,0.0129,-0.06144,B_long,A_short
0001193125-26-039475,MBX,0001776111,2026-02-05,2026-02-05,8.01,at_the_market_offering|shelf_takedown,short,0.75,body_keywords,36.05,37.67,38.0,0.04494,0.05409,A_long,A_long
0001193125-26-018700,MBX,0001776111,2026-01-22,2026-01-22,5.02|7.01|9.01,restate,short,0.85,body_keywords,42.39,37.85,36.84,-0.1071,-0.13093,A_short,A_short
0001193125-26-009642,MBX,0001776111,2026-01-12,2026-01-12,2.02|7.01|8.01|9.01,,,0.0,,36.47,36.31,43.14,-0.00439,0.18289,neutral,A_long
0001193125-25-268146,MBX,0001776111,2025-11-06,2025-11-06,2.02|5.02,,,0.0,,24.74,25.57,24.07,0.03355,-0.02708,A_long,B_short
0001193125-25-220432,MBX,0001776111,2025-09-26,2025-09-26,1.01|9.01,at_the_market_offering|issue_and_sell_shares|material_adverse_change|shelf_takedown|underwritten_offering,short,0.75,body_keywords,17.51,17.94,16.69,0.02456,-0.04683,B_long,A_short
0001193125-25-210049,MBX,0001776111,2025-09-22,2025-09-22,7.01|8.01|9.01,,,0.0,,20.0,18.96,17.94,-0.052,-0.103,A_short,A_short
0001776111-25-000007,MBX,0001776111,2025-09-04,2025-09-04,7.01|8.01|9.01,,,0.0,,12.92,11.55,9.93,-0.10604,-0.23142,A_short,A_short
0000950170-25-104602,MBX,0001776111,2025-08-07,2025-08-07,2.02|9.01,,,0.0,,11.13,12.16,13.21,0.09254,0.18688,A_long,A_long
0000950170-25-086546,MBX,0001776111,2025-06-16,2025-06-16,7.01|8.01|9.01,,,0.0,,10.5,10.1,11.05,-0.0381,0.05238,A_short,A_long
0000950170-25-083447,MBX,0001776111,2025-06-09,2025-06-09,7.01|9.01,,,0.0,,11.36,11.455,10.5,0.00836,-0.0757,neutral,A_short
0000950170-25-082697,MBX,0001776111,2025-06-06,2025-06-06,5.02|5.07,,,0.0,,11.37,11.36,10.37,-0.00088,-0.08795,neutral,A_short
0000950170-25-068599,MBX,0001776111,2025-05-12,2025-05-12,2.02|9.01,,,0.0,,11.14,10.27,12.15,-0.0781,0.09066,A_short,A_long
0000950170-25-051371,MBX,0001776111,2025-04-07,2025-04-07,5.02|7.01|9.01,restate,short,0.85,body_keywords,6.0,5.79,7.43,-0.035,0.23833,A_short,A_long
0000950170-25-039837,MBX,0001776111,2025-03-17,2025-03-17,2.02|9.01,,,0.0,,8.85,8.42,8.13,-0.04859,-0.08136,A_short,A_short
0000950170-25-002555,MBX,0001776111,2025-01-07,2025-01-07,2.02|7.01|8.01|9.01,,,0.0,,14.6,14.51,11.89,-0.00616,-0.18562,neutral,A_short
0000950170-24-122824,MBX,0001776111,2024-11-07,2024-11-07,2.02|9.01,,,0.0,,23.22,22.91,19.49,-0.01335,-0.16064,B_short,A_short
0001193125-24-219621,MBX,0001776111,2024-09-16,2024-09-16,5.03|9.01,restate,short,0.85,body_keywords,21.65,21.5,22.27,-0.00693,0.02864,neutral,B_long
0001937653-26-000033,ZYME,0001937653,2026-05-07,2026-05-07,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,26.6,23.89,,-0.10188,,A_short,
0001193125-26-135610,ZYME,0001937653,2026-04-01,2026-04-01,5.02|9.01,restate,short,0.85,body_keywords,25.94,25.8,27.35,-0.0054,0.05436,neutral,A_long
0001193125-26-084082,ZYME,0001937653,2026-03-02,2026-03-02,1.01|2.03|7.01|9.01,buyback_authorized|fda_approval|material_adverse_change|restate,long,0.5,item_codes,23.31,24.45,24.25,0.04891,0.04033,A_long,A_long
0001937653-26-000013,ZYME,0001937653,2026-03-02,2026-03-02,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,23.31,24.45,24.25,0.04891,0.04033,A_long,A_long
0001193125-26-010480,ZYME,0001937653,2026-01-12,2026-01-12,2.02|5.02|8.01|9.01,buyback_authorized|restate,short,0.85,body_keywords,23.16,23.92,23.67,0.03282,0.02202,A_long,B_long
0001193125-25-337268,ZYME,0001937653,2025-12-30,2025-12-30,5.07,,,0.0,,26.54,26.33,24.85,-0.00791,-0.06368,neutral,A_short
0001193125-25-285259,ZYME,0001937653,2025-11-18,2025-11-18,5.02|7.01|8.01|9.01,buyback_authorized,long,0.7,body_keywords,22.99,22.6,26.18,-0.01696,0.13876,B_short,A_long
0001193125-25-283873,ZYME,0001937653,2025-11-17,2025-11-17,8.01|9.01,fda_approval,long,0.85,body_keywords,23.9,22.99,24.99,-0.03808,0.04561,A_short,A_long
0001937653-25-000076,ZYME,0001937653,2025-11-06,2025-11-06,2.02|7.01|9.01,buyback_authorized|partnership_strategic,long,0.7,body_keywords,17.9,16.46,18.5,-0.08045,0.03352,A_short,A_long
0001193125-25-193351,ZYME,0001937653,2025-09-02,2025-09-02,7.01|8.01|9.01,,,0.0,,14.01,14.14,15.23,0.00928,0.08708,neutral,A_long
0001193125-25-177505,ZYME,0001937653,2025-08-11,2025-08-11,1.01|3.02|5.02|8.01|9.01,issue_and_sell_shares|material_adverse_change|restate|securities_purchase_agreement,short,0.85,body_keywords,12.44,13.02,14.05,0.04662,0.12942,A_long,A_long
0001937653-25-000047,ZYME,0001937653,2025-08-07,2025-08-07,2.02|7.01|9.01,partnership_strategic,,0.0,,12.16,12.02,14.3,-0.01151,0.17599,B_short,A_long
0001193125-25-151279,ZYME,0001937653,2025-06-27,2025-06-27,1.01|3.02|9.01,securities_purchase_agreement,long,0.5,item_codes,12.47,12.55,13.08,0.00642,0.04892,neutral,A_long
